Approved Symbol	Approved Name	Previous Symbols	Synonyms	Chromosome
CCNB1IP1	cyclin B1 interacting protein 1, E3 ubiquitin protein ligase	C14orf18	HEI10	14q11.2
CCNB1IP1P1	cyclin B1 interacting protein 1 pseudogene 1			1p34.1
CCNB1IP1P2	cyclin B1 interacting protein 1 pseudogene 2			20q13.12
CCNB1IP1P3	cyclin B1 interacting protein 1 pseudogene 3			Xq21.33
CCNB2	cyclin B2		HsT17299	15q21.3
CCNB2P1	CCNB2 pseudogene 1			7p21.3
CCNB3	cyclin B3			Xp11
CCNB3P1	CCNB3 pseudogene 1			5p14.1
CCNC	cyclin C		CycC	6q21
CCND1	cyclin D1	BCL1, D11S287E, PRAD1	U21B31	11q13
CCND2	cyclin D2			12p13
CCND2-AS1	CCND2 antisense RNA 1			12p13.32
CCND2-AS2	CCND2 antisense RNA 2			12p13.32
CCND2P1	cyclin D2 pseudogene 1	CCND2P		11q12.3
CCND3	cyclin D3			6p21
CCND3P1	cyclin D3 pseudogene 1	CCND3P		10p11.23
CCND3P2	cyclin D3 pseudogene 2			18q23
CCNDBP1	cyclin D-type binding-protein 1		DIP1, GCIP	15q14-q15
CCNE1	cyclin E1	CCNE		19q12
CCNE2	cyclin E2		CYCE2	8q22.1
CCNE~withdrawn	symbol withdrawn, see CCNE1			
CCNF	cyclin F		FBX1, FBXO1	16p13.3
CCNG1	cyclin G1	CCNG		5q32-q34
CCNG1P1	cyclin G1 pseudogene 1			6q23.2
CCNG2	cyclin G2			4q21.22
CCNG2P1	cyclin G2 pseudogene 1			12q21.1
CCNH	cyclin H		p34, p37, CycH	5q13.3-q14
CCNHP1	cyclin H pseudogene 1			4q34.3
CCNI	cyclin I		CCNI1	4q21.1
CCNI2	cyclin I family, member 2		FLJ16793	5q31.1
CCNJ	cyclin J		FLJ10895, bA690P14.1	10q23.33
CCNJL	cyclin J-like		FLJ14166	5q33.3
CCNJP1	cyclin J pseudogene 1	CCNJP		7p11.2
CCNJP2	cyclin J pseudogene 2			1p22.1
CCNK	cyclin K		CPR4	14q32.2
CCNL1	cyclin L1		ania-6a	3q25.31
CCNL1~withdrawn	symbol withdrawn, see MCM2			
CCNL2	cyclin L2	CCNM	ania-6b, PCEE, SB138, HLA-ISO, CCNS	1p36.33
CCNL2P1	cyclin L2 pseudogene 1			4p13
CCNM~withdrawn	symbol withdrawn, see CCNL2			
CCNO	cyclin O	CCNU	UDG2, FLJ22422, UNG2	5q11.2
CCNT1	cyclin T1	HIVE1	CCNT, CYCT1	12q13.11
CCNT2	cyclin T2			2q21.3
CCNT2-AS1	CCNT2 antisense RNA 1			2q21.3
CCNT2P1	cyclin T2 pseudogene 1			1p13.3
CCNY	cyclin Y	C10orf9	CFP1, CBCP1	10p11.22
CCNYL1	cyclin Y-like 1		FLJ40432	2q33.3
CCNYL2	cyclin Y-like 2, pseudogene	C10orf21	bA178A10.2, CCNYL2P	10q11.21
CCNYL3	cyclin Y-like 3			16p11.2
CCO~withdrawn	symbol withdrawn, see RYR1			
CCP110	centriolar coiled coil protein 110kDa		KIAA0419, CP110	16p12.3
CCPG1	cell cycle progression 1		KIAA1254, CPR8	15q21.1
CCR1	chemokine (C-C motif) receptor 1	SCYAR1, CMKBR1	CKR-1, MIP1aR, CD191	3p21
CCR2	chemokine (C-C motif) receptor 2	CMKBR2	CC-CKR-2, CKR2, MCP-1-R, CD192, FLJ78302	3p21
CCR3	chemokine (C-C motif) receptor 3	CMKBR3	CC-CKR-3, CKR3, CD193	3p21.3
CCR4	chemokine (C-C motif) receptor 4		CC-CKR-4, CMKBR4, CKR4, k5-5, ChemR13, CD194	3p24-p21.3
CCR5	chemokine (C-C motif) receptor 5 (gene/pseudogene)	CMKBR5	CKR-5, CC-CKR-5, CKR5, CD195, IDDM22	3p21
CCR6	chemokine (C-C motif) receptor 6	STRL22	CKR-L3, GPR-CY4, CMKBR6, GPR29, DRY-6, DCR2, BN-1, CD196	6q27
CCR7	chemokine (C-C motif) receptor 7	CMKBR7, EBI1	BLR2, CDw197, CD197	17q12-q21.2
CCR8	chemokine (C-C motif) receptor 8	CMKBRL2, CMKBR8	CY6, TER1, CKR-L1, GPR-CY6, CDw198	3p22
CCR9	chemokine (C-C motif) receptor 9	GPR28	GPR-9-6, CDw199	3p21.31
CCR10	chemokine (C-C motif) receptor 10	GPR2		17q21.1-q21.3
CCR12P	chemokine (C-C motif) receptor 12, pseudogene	GPR183P1		13q32.3
CCRL1P1	chemokine (C-C motif) receptor-like 1 pseudogene	CCRL1P	dJ509I19.4	6q23.3
CCRL2	chemokine (C-C motif) receptor-like 2		HCR, CRAM-B, CKRX, CRAM-A, ACKR5	3p21
CCRN4L	CCR4 carbon catabolite repression 4-like (S. cerevisiae)		CCR4L, Ccr4c	4q31.1
CCS	copper chaperone for superoxide dismutase			11q13.2
CCSAP	centriole, cilia and spindle-associated protein	C1orf96	FLJ41471, CSAP	1q42.13
CCSER1	coiled-coil serine-rich protein 1	FAM190A	KIAA1680	4q22.1
CCSER2	coiled-coil serine-rich protein 2	KIAA1128, FAM190B		10q23.1
CCT	cataract, congenital, total			X
CCT2	chaperonin containing TCP1, subunit 2 (beta)		Cctb	12q15
CCT3	chaperonin containing TCP1, subunit 3 (gamma)	TRIC5	Cctg	1q23
CCT3P1	chaperonin containing TCP1, subunit 3 (gamma) pseudogene 1			8p22
CCT4	chaperonin containing TCP1, subunit 4 (delta)		Cctd	2p15
CCT4P1	chaperonin containing TCP1, subunit 4 (delta) pseudogene 1			7q34
CCT4P2	chaperonin containing TCP1, subunit 4 (delta) pseudogene 2			Xq12
CCT5	chaperonin containing TCP1, subunit 5 (epsilon)		KIAA0098	5p15.2
CCT5P1	chaperonin containing TCP1, subunit 5 (epsilon) pseudogene 1			5q22.3
CCT5P2	chaperonin containing TCP1, subunit 5 (epsilon) pseudogene 2			13q31.1
CCT6A	chaperonin containing TCP1, subunit 6A (zeta 1)	CCT6	TTCP20, TCPZ, Cctz, HTR3, TCP20	7p11.2
CCT6B	chaperonin containing TCP1, subunit 6B (zeta 2)		Cctz2, TSA303	17q
CCT6P1	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 1	CCT6AP1		7q11.21
CCT6P2	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 2			5p15.2
CCT6P3	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 3			7q11.21
CCT6P4	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 4			3q28
CCT6P5	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 5		CCT6-2P	11q22.3
CCT6~withdrawn	symbol withdrawn, see CCT6A			
CCT7	chaperonin containing TCP1, subunit 7 (eta)		Ccth, Nip7-1	2p13.2
CCT7P1	chaperonin containing TCP1, subunit 7 (eta) pseudogene 1			6q25.1
CCT7P2	chaperonin containing TCP1, subunit 7 (eta) pseudogene 2			5q14.3
CCT8	chaperonin containing TCP1, subunit 8 (theta)	C21orf112	Cctq, PRED71	21q21.3
CCT8L1P	chaperonin containing TCP1, subunit 8 (theta)-like 1, pseudogene	CCT8L1		7q36.1
CCT8L2	chaperonin containing TCP1, subunit 8 (theta)-like 2		CESK1	22q11.1
CCT8P1	chaperonin containing TCP1, subunit 8 (theta) pseudogene 1			1q21.1
CCV	cataract, congenital, Volkmann type		CTRCT8	1pter-p36.13
CCZ1	CCZ1 vacuolar protein trafficking and biogenesis associated homolog (S. cerevisiae)	C7orf28A	CGI-43, CCZ1A	7p22.1
CCZ1B	CCZ1 vacuolar protein trafficking and biogenesis associated homolog B (S. cerevisiae)	C7orf28B	DKFZP586I1023, H_NH0577018.2, MGC19819	7p22.2
CD1A	CD1a molecule	CD1		1q23.1
CD1B	CD1b molecule	CD1		1q23.1
CD1C	CD1c molecule	CD1		1q23.1
CD1D	CD1d molecule			1q23.1
CD1E	CD1e molecule			1q23.1
CD2	CD2 molecule	SRBC		1p13
CD2AP	CD2-associated protein		CMS	6p12
CD2BP2	CD2 (cytoplasmic tail) binding protein 2		LIN1, Snu40, PPP1R59	16p11.2
CD3D	CD3d molecule, delta (CD3-TCR complex)	T3D		11q23
CD3E	CD3e molecule, epsilon (CD3-TCR complex)			11q23
CD3EAP	CD3e molecule, epsilon associated protein		ASE-1, CAST, PAF49	19q13.3
CD3G	CD3g molecule, gamma (CD3-TCR complex)			11q23
CD3W~withdrawn	entry withdrawn			
CD4	CD4 molecule			12p13.31
CD5	CD5 molecule	LEU1	T1	11q13
CD5L	CD5 molecule-like	API6	Spalpha	1q21-q23
CD6	CD6 molecule		Tp120	11q12.2
CD7	CD7 molecule		GP40, LEU-9, TP41, Tp40	17q25.2-q25.3
CD8A	CD8a molecule	CD8		2p12
CD8B	CD8b molecule	CD8B1		2p12
CD8BP	CD8b molecule pseudogene	CD8B2		2q12.2
CD9	CD9 molecule	MIC3	BA2, P24, TSPAN29, MRP-1	12p13
CD11B~withdrawn	symbol withdrawn, see ITGAM			
CD13~withdrawn	symbol withdrawn, see ANPEP			
CD14	CD14 molecule			5q31.3
CD15~withdrawn	symbol withdrawn, see FUT4			
CD19	CD19 molecule			16p11.2
CD20L~withdrawn	symbol withdrawn, see MS4A3			
CD20~withdrawn	symbol withdrawn, see MS4A1			
CD22	CD22 molecule		SIGLEC-2, SIGLEC2	19q13.1
CD23A~withdrawn	symbol withdrawn, see FCER2			
CD24	CD24 molecule		CD24A	6q21
CD24P1	CD24 molecule pseudogene 1	CD24L1		1p
CD24P2	CD24 molecule pseudogene 2	CD24L2		15q21.3
CD24P3	CD24 molecule pseudogene 3	CD24L3		20q11.21
CD24P4	CD24 molecule pseudogene 4	CD24L4		Yq11.222
CD26~withdrawn	symbol withdrawn, see DPP4			
CD27	CD27 molecule	TNFRSF7	S152, Tp55	12p13
CD27-AS1	CD27 antisense RNA 1			12p13.31
CD27LG~withdrawn	symbol withdrawn, see CD70			
CD28	CD28 molecule			2q33
CD28LG1~withdrawn	symbol withdrawn, see CD80			
CD28LG2~withdrawn	symbol withdrawn, see CD86			
CD30LG~withdrawn	symbol withdrawn, see TNFSF8			
CD30~withdrawn	symbol withdrawn, see TNFRSF8			
CD33	CD33 molecule		SIGLEC3, SIGLEC-3, p67, FLJ00391	19q13.3
CD33L1~withdrawn	symbol withdrawn, see SIGLEC6			
CD33L2~withdrawn	symbol withdrawn, see SIGLEC5			
CD34	CD34 molecule			1q32
CD36	CD36 molecule (thrombospondin receptor)		SCARB3, GPIV, FAT, GP4, GP3B	7q11.2
CD37	CD37 molecule		TSPAN26	19p13-q13.4
CD38	CD38 molecule			4p15.32
CD39L1~withdrawn	symbol withdrawn, see ENTPD2			
CD39L2~withdrawn	symbol withdrawn, see ENTPD6			
CD39L3~withdrawn	symbol withdrawn, see ENTPD3			
CD39L4~withdrawn	symbol withdrawn, see ENTPD5			
CD39~withdrawn	symbol withdrawn, see ENTPD1			
CD40	CD40 molecule, TNF receptor superfamily member 5	TNFRSF5	p50, Bp50	20q12-q13.2
CD40LG	CD40 ligand	HIGM1, IMD3, TNFSF5	CD40L, TRAP, gp39, hCD40L, CD154	Xq26
CD44	CD44 molecule (Indian blood group)	MIC4, MDU2, MDU3	IN, MC56, Pgp1, CD44R, HCELL, CSPG8	11p13
CD46	CD46 molecule, complement regulatory protein	MIC10, MCP	TRA2.10, MGC26544, TLX	1q32
CD46P1	CD46 molecule, complement regulatory protein pseudogene 1	MCPL, CD46P		1q32
CD47	CD47 molecule	MER6	IAP, OA3	3q13.1-q13.2
CD48	CD48 molecule	BCM1	BLAST, mCD48, hCD48, SLAMF2	1q21.3-q22
CD49B~withdrawn	symbol withdrawn, see ITGA2			
CD52	CD52 molecule	CDW52		1p36
CD53	CD53 molecule	MOX44	TSPAN25	1p13
CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	DAF	CR, TC, CROM	1q32
CD57~withdrawn	symbol withdrawn, see B3GAT1			
CD58	CD58 molecule	LFA3		1p13
CD59	CD59 molecule, complement regulatory protein	MIC11, MIN1, MSK21, MIN2, MIN3	16.3A5, EJ16, EJ30, EL32, G344, p18-20	11p13
CD63	CD63 molecule	MLA1	ME491, TSPAN30	12q12-q13
CD68	CD68 molecule		SCARD1, macrosialin, GP110, DKFZp686M18236, LAMP4	17p13
CD69	CD69 molecule		CLEC2C	12p13
CD70	CD70 molecule	CD27LG, TNFSF7	CD27L	19p13
CD72	CD72 molecule		LYB2, CD72b	9p
CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	DHLAG		5q32
CD79A	CD79a molecule, immunoglobulin-associated alpha	IGA	MB-1	19q13.2
CD79B	CD79b molecule, immunoglobulin-associated beta	IGB	B29	17q23
CD80	CD80 molecule	CD28LG, CD28LG1	B7.1, B7-1	3q13.3-q21
CD81	CD81 molecule	TAPA1	TAPA-1, TSPAN28	11p15.5
CD81-AS1	CD81 antisense RNA 1			11p15.5
CD82	CD82 molecule	ST6, KAI1	R2, IA4, TSPAN27	11p11.2
CD83	CD83 molecule		HB15, BL11	6p23
CD83P1	CD83 molecule pseudogene 1	CD83P	HB15p, b34I8.3	6p21
CD84	CD84 molecule		SLAMF5, hCD84, mCD84	1q24
CD86	CD86 molecule	CD28LG2	B7.2, B7-2	3q21
CD93	CD93 molecule	MXRA4, C1QR1	C1qRP, C1qR(P), dJ737E23.1, CDw93, ECSM3	20p11.21
CD94~withdrawn	symbol withdrawn, see KLRD1			
CD96	CD96 molecule		TACTILE	3p13-q13.2
CD97	CD97 molecule		TM7LN1	19p13
CD99	CD99 molecule	MIC2		Xp22.32 and Yp11.3
CD99L2	CD99 molecule-like 2	MIC2L1	CD99B	Xq28
CD99P1	CD99 molecule pseudogene 1	MIC2R, NCRNA00103, CXYorf12, CD99L1		Xp22.33 and Yp11.31
CD101	CD101 molecule	IGSF2	V7	1p13
CD109	CD109 molecule		FLJ38569, DKFZp762L1111, CPAMD7	6q14.1
CD151	CD151 molecule (Raph blood group)		SFA-1, PETA-3, TSPAN24, RAPH	11p15.5
CD160	CD160 molecule		BY55, NK1, NK28	1q21.2
CD163	CD163 molecule		M130, MM130	12p13
CD163L1	CD163 molecule-like 1		M160, CD163B	12p13.31
CD164	CD164 molecule, sialomucin		MUC-24, MGC-24	6q21
CD164L2	CD164 sialomucin-like 2			1p36.11
CD177	CD177 molecule		PRV1, HNA2A, NB1	19q13.31
CD177P1	CD177 molecule pseudogene 1	CD177P		19q13.31
CD180	CD180 molecule	LY64	RP105, Ly78	5q12
CD200	CD200 molecule	MOX1, MOX2	MRC, OX-2	3q13.2
CD200R1	CD200 receptor 1	MOX2R	OX2R, HCRTR2, CD200R	3q13
CD200R1L	CD200 receptor 1-like		CD200RLa, CD200R2	3q13.2
CD207	CD207 molecule, langerin		Langerin, CLEC4K	2p13
CD209	CD209 molecule		DC-SIGN, CDSIGN, DC-SIGN1, CLEC4L	19p13
CD226	CD226 molecule		DNAM-1, DNAM1, PTA1, TLiSA1	18q22.3
CD244	CD244 molecule, natural killer cell receptor 2B4		2B4, NAIL, NKR2B4, Nmrk, SLAMF4	1q23.1
CD247	CD247 molecule	CD3Z	CD3H, CD3Q	1q24.2
CD248	CD248 molecule, endosialin	CD164L1	TEM1	11q13
CD274	CD274 molecule	PDCD1LG1	B7-H, B7H1, PD-L1, PDL1, B7-H1	9p24.1
CD276	CD276 molecule		B7-H3, B7H3, B7RP-2	15q23-q24
CD300A	CD300a molecule		Irp60, CMRF35H, CMRF-35-H9, IRC1, IRC2, IGSF12	17q25.2
CD300C	CD300c molecule		CMRF35, LIR, CMRF-35A, CMRF35A, IGSF16	17q25.2
CD300E	CD300e molecule	CD300LE	IREM2, CLM2	17q25.1
CD300LB	CD300 molecule-like family member b		TREM5, CLM7	17q25.1
CD300LD	CD300 molecule-like family member d		CMRF35A4, CD300D	17q25.1
CD300LF	CD300 molecule-like family member f		IREM1, NKIR, IGSF13, CD300f, CLM1	17q25.2
CD300LG	CD300 molecule-like family member g		Trem4, CLM9	17q21.31
CD302	CD302 molecule		DCL-1, KIAA0022, BIMLEC, CLEC13A	2q24.2
CD320	CD320 molecule		8D6, 8D6A	19p13.3-p13.2
CDA	cytidine deaminase		CDD	1p36.2-p35
CDADC1	cytidine and dCMP deaminase domain containing 1		NYD-SP15	13q14.11
CDAN1	codanin 1		CDA-I, CDAI	15q15.2
CDAN2~withdrawn	symbol withdrawn, see SEC23B			
CDAN3	congenital dyserythropoietic anemia, type III		CDAIII	15q21-q25
CDB2	corneal dystrophy of Bowman layer type II (Thiel-Behnke)		CDTB	10q23-q24
CDC2L3~withdrawn	symbol withdrawn, see CDK11A			
CDC2L4~withdrawn	symbol withdrawn, see CDK9			
CDC5L	cell division cycle 5-like		PCDC5RP, hCDC5, CEF1, CDC5	6p21.1
CDC6	cell division cycle 6	CDC18L		17q21.3
CDC7	cell division cycle 7	CDC7L1	Hsk1, huCdc7, HsCdc7	1p22
CDC14A	cell division cycle 14A		Cdc14A1, Cdc14A2, cdc14	1p21
CDC14B	cell division cycle 14B		Cdc14B1, Cdc14B2, CDC14B3, hCDC14B	9q22.3
CDC14C	cell division cycle 14C		MGC26484, CDC14B2, CDC14Bretro	7p12.3
CDC16	cell division cycle 16		APC6, ANAPC6, CUT9	13q34
CDC18L~withdrawn	symbol withdrawn, see CDC6			
CDC20	cell division cycle 20		p55CDC, CDC20A	1p34.1
CDC20B	cell division cycle 20B		FLJ37927	5q11.2
CDC20P1	cell division cycle 20 pseudogene 1	CDC20P	OTTHUMG00000020142	9q21.33
CDC23	cell division cycle 23		APC8, ANAPC8, CUT23	5q31
CDC25A	cell division cycle 25A			3p21
CDC25B	cell division cycle 25B			20p13
CDC25C	cell division cycle 25C	CDC25	PPP1R60	5q31
CDC26	cell division cycle 26	C9orf17	APC12, ANAPC12	9q32
CDC26P1	cell division cycle 26 pseudogene 1	CDC26P	TCAG_1970866	7q32.1
CDC27	cell division cycle 27	D0S1430E, D17S978E	APC3, ANAPC3, NUC2	17q21.32
CDC27P1	cell division cycle 27 pseudogene 1			2q21.2
CDC27P2	cell division cycle 27 pseudogene 2			Yp11.1
CDC34	cell division cycle 34		E2-CDC34, UBE2R1, UBC3	19p13.3
CDC37	cell division cycle 37		P50CDC37	19p13.2
CDC37L1	cell division cycle 37-like 1		HARC, FLJ20639, CDC37B	9p24.1
CDC37L1-AS1	CDC37L1 antisense RNA 1 (head to head)			9p24.1
CDC37P1	cell division cycle 37 pseudogene 1		A-761H5.2	16p11.2
CDC37P2	cell division cycle 37 pseudogene 2			16p11.2
CDC40	cell division cycle 40		PRP17, EHB3, PRPF17, FLJ10564	6q22.1
CDC42	cell division cycle 42		G25K, CDC42Hs	1p36.1
CDC42-IT1	CDC42 intronic transcript 1 (non-protein coding)			1p36.12
CDC42BPA	CDC42 binding protein kinase alpha (DMPK-like)		MRCKA, PK428, FLJ23347, KIAA0451, MRCK	1q42.11
CDC42BPB	CDC42 binding protein kinase beta (DMPK-like)		MRCKB, KIAA1124	14q32.32
CDC42BPG	CDC42 binding protein kinase gamma (DMPK-like)		HSMDPKIN, MRCKgamma, DMPK2, kappa-200	11q13
CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1		MSE55, CEP1, Borg5	22q13.1
CDC42EP2	CDC42 effector protein (Rho GTPase binding) 2		CEP2, BORG1	11q13
CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3		CEP3, UB1, BORG2	2p21
CDC42EP3P1	CDC42 effector protein (Rho GTPase binding) 3 pseudogene 1			19p12
CDC42EP4	CDC42 effector protein (Rho GTPase binding) 4		CEP4, KAIA1777, BORG4, MGC3740, MGC17125	17q24-q25
CDC42EP5	CDC42 effector protein (Rho GTPase binding) 5		CEP5, Borg3	19q13.42
CDC42P1	cell division cycle 42 pseudogene 1		bK3216D2.3	20q11.22
CDC42P2	cell division cycle 42 pseudogene 2			7p11.2
CDC42P3	cell division cycle 42 pseudogene 3			8q24.3
CDC42P4	cell division cycle 42 pseudogene 4			4q25
CDC42P5	cell division cycle 42 pseudogene 5			5q35.1
CDC42P6	cell division cycle 42 pseudogene 6			4p15.2
CDC42SE1	CDC42 small effector 1		SCIP1, SPEC1	1q21.1
CDC42SE2	CDC42 small effector 2		FLJ21967, SPEC2	5q31.1
CDC45	cell division cycle 45	CDC45L2, CDC45L		22q11.21
CDC45L2~withdrawn	symbol withdrawn, see CDC45			
CDC46~withdrawn	symbol withdrawn, see MCM5			
CDC73	cell division cycle 73	C1orf28, HRPT2, HRPT1	parafibromin, FIHP	1q25
CDC123	cell division cycle 123	C10orf7	D123	10p13
CDCA2	cell division cycle associated 2		Repo-Man, PPP1R81	8p21.2
CDCA3	cell division cycle associated 3		TOME-1, GRCC8	12p13.31
CDCA4	cell division cycle associated 4		FLJ20764, Hepp	14q32.33
CDCA4P1	cell division cycle associated 4 pseudogene 1			9p22.3
CDCA4P2	cell division cycle associated 4 pseudogene 2			1p22.3
CDCA4P3	cell division cycle associated 4 pseudogene 3			1q32.2
CDCA4P4	cell division cycle associated 4 pseudogene 4			1q32.2
CDCA5	cell division cycle associated 5			11q13.1
CDCA6~withdrawn	symbol withdrawn, see CBX2			
CDCA7	cell division cycle associated 7		FLJ14736, JPO1	2q31.1
CDCA7L	cell division cycle associated 7-like		RAM2, R1, JPO2	7p15.3
CDCA8	cell division cycle associated 8		FLJ12042, MESRGP, BOR, DasraB	1p34.3
CDCL1~withdrawn	symbol withdrawn, see MCM2			
CDCP1	CUB domain containing protein 1		CD318, SIMA135	3p21.3
CDCP2	CUB domain containing protein 2			1p32.3
CDG1~withdrawn	symbol withdrawn, see PMM2			
CDH1	cadherin 1, type 1, E-cadherin (epithelial)	UVO	uvomorulin, CD324	16q22.1
CDH2	cadherin 2, type 1, N-cadherin (neuronal)	NCAD	CDHN, CD325	18q12.1
CDH3	cadherin 3, type 1, P-cadherin (placental)		CDHP, PCAD	16q22.1
CDH4	cadherin 4, type 1, R-cadherin (retinal)			20q13.3
CDH5	cadherin 5, type 2 (vascular endothelium)		7B4, CD144	16q22.1
CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)			5p13.3
CDH7	cadherin 7, type 2			18q22.1
CDH8	cadherin 8, type 2			16q22.1
CDH9	cadherin 9, type 2 (T1-cadherin)			5p14
CDH10	cadherin 10, type 2 (T2-cadherin)			5p14.2
CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)		OB, CAD11	16q21
CDH12	cadherin 12, type 2 (N-cadherin 2)		Br-cadherin, CDHB	5p14.3
CDH12P1	cadherin 12 (N-cadherin 2) pseudogene 1			5q13.2
CDH12P2	cadherin 12 (N-cadherin 2) pseudogene 2	CDH12P	C41-CAD	5q13
CDH12P3	cadherin 12 (N-cadherin 2) pseudogene 3			5q13.2
CDH12P4	cadherin 12 (N-cadherin 2) pseudogene 4			5q13.2
CDH13	cadherin 13		CDHH	16q23.3
CDH15	cadherin 15, type 1, M-cadherin (myotubule)	CDH3, CDH14		16q24.3
CDH16	cadherin 16, KSP-cadherin			16q22.1
CDH17	cadherin 17, LI cadherin (liver-intestine)		HPT-1, cadherin	8q22.1
CDH18	cadherin 18, type 2		CDH14, EY-CADHERIN	5p14.3
CDH19	cadherin 19, type 2		CDH7	18q22.1
CDH20	cadherin 20, type 2		CDH7L3, Cdh7	18q21.33
CDH21~withdrawn	symbol withdrawn, see PCDHGA12			
CDH22	cadherin 22, type 2	C20orf25	dJ998H6.1	20q13.1
CDH23	cadherin-related 23	DFNB12, USH1D	CDHR23	10q22.1
CDH23-AS1	CDH23 antisense RNA 1	C10orf106, NCRNA00223	bA327E2.3	10q22.1
CDH24	cadherin 24, type 2		CDH11L	14q11.2
CDH25~withdrawn	symbol withdrawn, see DCHS1			
CDH26	cadherin 26		VR20	20q13.33
CDHR1	cadherin-related family member 1	PCDH21	KIAA1775, CORD15, RP65	10q23.1
CDHR2	cadherin-related family member 2	PCDH24	PC-LKC, FLJ20124, FLJ20383, PCLKC	5q35.2
CDHR3	cadherin-related family member 3		FLJ44366, FLJ23834, CDH28	7q22.2
CDHR4	cadherin-related family member 4	CDH29	VLLR9392	3p21.31
CDHR5	cadherin-related family member 5	MUCDHL, MUPCDH	FLJ20219, MU-PCDH	11p15.5
CDIP1	cell death-inducing p53 target 1	C16orf5	CDIP, LITAFL	16p13.3
CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase		PIS1, PIS	16p11.2
CDIPT-AS1	CDIPT antisense RNA 1 (head to head)			16p11.2
CDK1	cyclin-dependent kinase 1	CDC2	CDC28A	10q21.2
CDK2	cyclin-dependent kinase 2			12q13
CDK2AP1	cyclin-dependent kinase 2 associated protein 1		DORC1, doc-1, DOC1, ST19, p12DOC-1	12q24
CDK2AP2	cyclin-dependent kinase 2 associated protein 2		DOC-1R, p14	11q13
CDK2AP2P1	cyclin-dependent kinase 2 associated protein 2 pseudogene 1			9q12
CDK2AP2P2	cyclin-dependent kinase 2 associated protein 2 pseudogene 2			9q21.1
CDK2AP2P3	cyclin-dependent kinase 2 associated protein 2 pseudogene 3			9q13
CDK3	cyclin-dependent kinase 3			17q25.1
CDK4	cyclin-dependent kinase 4		PSK-J3	12q13
CDK4PS	cyclin-dependent kinase 4 pseudogene			1p21.1
CDK5	cyclin-dependent kinase 5		PSSALRE	7q36
CDK5PS	cyclin-dependent kinase 5 pseudogene			8q24.13
CDK5R1	cyclin-dependent kinase 5, regulatory subunit 1 (p35)		p35nck5a, Nck5a	17q12
CDK5R2	cyclin-dependent kinase 5, regulatory subunit 2 (p39)		p39nck5ai, P39, NCK5AI	2q35
CDK5RAP1	CDK5 regulatory subunit associated protein 1	C20orf34	CGI-05, HSPC167, C42	20q11.21
CDK5RAP2	CDK5 regulatory subunit associated protein 2	MCPH3	C48, FLJ10867, CEP215	9q33.3
CDK5RAP3	CDK5 regulatory subunit associated protein 3		MST016, FLJ13660, C53, IC53, HSF-27, OK/SW-cl.114, LZAP	17q21.2
CDK6	cyclin-dependent kinase 6		PLSTIRE	7q21-q22
CDK7	cyclin-dependent kinase 7		CAK1, CDKN7, MO15, STK1, CAK	5q12.1
CDK7PS	cyclin-dependent kinase 7 pseudogene			2q24.1
CDK8	cyclin-dependent kinase 8		K35	13q12
CDK8PS	cyclin-dependent kinase 8 pseudogene			2p25.1
CDK9	cyclin-dependent kinase 9	CDC2L4	PITALRE, C-2k, TAK	9q34.1
CDK10	cyclin-dependent kinase 10		PISSLRE	16q24.3
CDK11A	cyclin-dependent kinase 11A	CDC2L3, CDC2L2	PITSLRE, CDK11-p110, CDK11-p58, CDK11-p46, p58GTA	1p36.33
CDK11B	cyclin-dependent kinase 11B	CDC2L1	CDK11-p110, CDK11-p58, CDK11-p46	1p36.33
CDK12	cyclin-dependent kinase 12	CRKRS	CRK7, CRKR, KIAA0904	17q12
CDK13	cyclin-dependent kinase 13	CDC2L5	CHED, CDC2L, KIAA1791	7p14.1
CDK14	cyclin-dependent kinase 14	PFTK1	PFTAIRE1	7q21-q22
CDK15	cyclin-dependent kinase 15	ALS2CR7, PFTK2	PFTAIRE2	2q33.2
CDK16	cyclin-dependent kinase 16	PCTK1	PCTAIRE, PCTAIRE1, PCTGAIRE, FLJ16665	Xp11
CDK17	cyclin-dependent kinase 17	PCTK2	PCTAIRE2	12q23.1
CDK18	cyclin-dependent kinase 18	PCTK3	PCTAIRE3	1q31-q32
CDK19	cyclin-dependent kinase 19	CDK11, CDC2L6	KIAA1028, bA346C16.3	6q21
